Date,portfolio_nav,SPY_nav,QQQ_nav,NVDA_value,TSM_value,AMD_value,AVGO_value,MSFT_value,GOOGL_value,AMZN_value,META_value,ANET_value,PLTR_value
2024-04-16,1733760.4001,1090808.3361,1090061.0693,566550.9018,154013.7874,125869.1244,119284.7080,201424.5908,169712.5485,92511.6315,152911.4461,88885.9305,62595.7312
2024-04-17,1693863.3869,1084352.8050,1076760.8041,544644.6192,153165.5107,118600.0384,115117.5474,200093.3706,170888.6873,91482.1502,151201.0911,87705.3332,60965.0388
2024-04-18,1686224.5450,1082121.3679,1070616.5072,548766.5511,145718.2017,119416.2684,112995.8406,196415.4549,171482.2358,90442.5815,153535.6093,87001.7195,60450.0822
2024-04-19,1596002.6343,1072676.3437,1048466.2233,493864.7035,140683.5639,112917.2125,108124.1392,193913.3160,169371.8149,88126.2601,147192.8809,83246.8317,58561.9115
2024-04-22,1629114.0691,1082554.7750,1059010.3703,515369.1750,142941.9882,114457.2727,109896.7234,194807.2937,171779.0184,89438.3340,147394.8186,83037.1010,59992.3442
2024-04-23,1671809.4055,1095401.0292,1074813.9139,534196.9862,146996.1301,117252.4857,112116.2669,198018.7429,173955.3402,90604.0641,151791.5997,84968.6655,61909.1242
2024-04-24,1654249.5315,1094881.1439,1078455.0105,516399.7570,146489.3764,116844.3707,112801.0754,198742.7028,174911.6569,89115.3612,150996.0606,86183.0874,61766.0831
2024-04-25,1660301.8419,1090721.7901,1073246.2444,535551.5631,150466.4078,118399.8231,116175.7176,193874.4664,171471.2607,87641.7970,135048.9359,89562.4865,62109.3839
2024-04-26,1729482.1545,1101055.1634,1089808.2294,568625.0434,152361.3071,121202.7321,120631.8678,197411.4675,189003.0679,90644.4366,135633.3527,89542.1906,64426.6887
2024-04-29,1721109.1619,1104954.4730,1094233.2778,568767.5001,152581.6033,123358.8187,120142.7118,195434.0467,182627.8545,91320.6676,132368.6390,89193.7647,65313.5555
2024-04-30,1687601.6498,1087450.6500,1073600.1110,559985.5603,151303.6748,121957.3701,116700.7605,189156.8305,178923.6515,88312.9765,131619.0132,86788.6027,62853.2095
2024-05-01,1655820.1923,1083919.6688,1065837.4362,538202.2680,148659.6546,111092.2450,111548.1540,191882.4563,180110.7315,90331.5589,134378.8499,86331.9305,63282.3437
2024-05-02,1687874.3044,1094057.9412,1079441.0937,556194.0131,150080.8290,112547.6014,111163.1234,193291.4210,183144.4762,93218.1322,135140.7249,88581.4720,64512.5112
2024-05-03,1735313.3666,1107619.1140,1101136.1722,575456.0300,155952.7252,115966.5369,114711.8762,197576.6423,183825.9434,93970.0569,138286.0866,92823.4810,66743.9881
2024-05-06,1781925.6608,1119057.2691,1113197.3584,597174.3846,157351.8632,119955.2871,117601.8763,200919.2899,184771.2681,95226.6194,142483.9853,94318.6743,72122.4126
2024-05-07,1757767.5727,1120292.2085,1113374.4477,586895.2626,155457.0156,118915.7418,116955.6588,198878.7442,188233.6651,95256.8969,143267.2846,92684.7858,61222.5172
2024-05-08,1766881.1334,1120400.3571,1112716.8769,585975.0399,158200.1226,118292.0193,118953.5219,199461.7444,186178.2040,94873.3691,144601.3084,98665.5487,61680.2552
2024-05-09,1755891.3912,1126856.0236,1115144.4046,575183.8465,157307.7901,117344.8856,117185.4306,200326.5887,186815.7034,95630.3374,145464.1475,100153.9698,60478.6915
2024-05-10,1775908.1727,1128307.5311,1117774.0638,582514.0754,164435.5955,116982.9705,119620.3800,201502.3202,185375.8085,94610.9512,145702.8045,106229.4398,58933.8271
2024-05-13,1772163.9520,1128459.0204,1120353.1707,585890.7349,161295.8657,115935.7291,120043.0863,201006.7656,185914.3972,94151.7296,143196.9199,104822.2021,59906.5217
2024-05-14,1797126.6031,1133636.6777,1127559.5354,592093.2477,167399.1194,117937.8121,123859.3216,202386.5667,187233.4145,94404.0524,144371.8359,106104.2786,61336.9544
2024-05-15,1845582.5932,1147674.3273,1145183.6662,613312.6076,171398.1874,122950.7037,128897.9506,205925.1067,189618.6002,93859.0342,147336.6749,110288.7758,61994.9521
2024-05-16,1835267.7406,1145313.2067,1142857.3992,611556.2196,167707.5790,125222.2902,126740.3149,204907.8362,191454.2223,92668.0704,144794.0709,108279.4036,61937.7335
2024-05-17,1824460.2861,1146959.4765,1142301.1671,599371.5660,167101.6695,126646.8505,125228.9107,204528.1966,193520.6753,93208.0371,144390.1956,108211.7542,62252.4304
2024-05-20,1845895.5787,1148280.9618,1150266.0513,614284.7408,169161.7824,128079.1070,126910.8620,207025.0852,194465.9662,92622.6464,143450.8625,108042.6152,61851.9110
2024-05-21,1846777.6191,1151097.2954,1152516.3338,618212.3054,169294.0015,126793.1581,125579.8430,208826.0157,195488.2177,92425.8349,142162.7238,107230.7398,60764.7791
2024-05-22,1846413.7600,1147782.8146,1152288.8481,615386.5016,172026.1506,127455.3845,124955.1606,209546.3547,193872.4177,92415.7476,143126.5364,107064.9869,60564.5194
2024-05-23,1888101.7529,1139399.0960,1147105.3582,672738.3962,173061.6946,123535.9224,125049.4058,207833.0659,190761.7124,91366.0838,142514.5847,101963.7592,59277.1279
2024-05-24,1923825.1923,1146937.9416,1157952.8195,690042.9710,176267.5857,128102.2069,126355.2844,209371.1469,192344.5534,91214.6886,146320.8573,103699.1166,60106.7814
2024-05-28,1979086.3503,1147739.4738,1162327.3935,738210.9661,175617.5860,132144.8649,126769.0189,209449.0271,193894.3847,91921.1894,146841.0012,104017.0988,60221.2132
2024-05-29,1969639.3188,1139702.3455,1154134.7896,744199.6948,170032.1128,127162.7693,124814.2817,208889.2764,193344.7703,91855.5907,145139.8120,104294.4892,59906.5217
2024-05-30,1924805.6673,1132141.8972,1141770.1332,716168.5671,168511.8344,128402.5182,122427.7966,201831.7042,189178.9222,90493.0491,142903.1744,102721.4986,62166.6025
2024-05-31,1910953.7076,1142453.3971,1139646.0757,710549.4035,166396.6216,128518.0180,119238.9269,202055.5834,189607.6252,89039.6674,142835.8556,100688.4445,62023.5614
2024-06-03,1949586.3936,1143384.9514,1145765.2524,745333.8501,170704.1318,125938.4243,118642.0960,201271.9837,190344.0521,89998.4909,146097.4953,100262.2212,60993.6482
2024-06-04,1957646.7408,1144663.2315,1148900.5913,754647.1792,167972.0000,123197.1190,119442.6778,202513.1182,191025.5362,90503.1365,145944.5074,99176.3414,63225.1251
2024-06-05,2036303.6362,1158267.6095,1172062.1566,793553.7557,179484.4693,127955.8993,126826.5108,206377.7683,192806.2323,91482.1502,151473.3840,100658.0007,65685.4656
2024-06-06,2030648.4472,1158246.2100,1171657.7377,784207.9331,178548.0293,128425.6182,125765.6225,206625.9832,194257.1022,93359.4323,151075.6286,100323.1088,68059.9890
2024-06-07,2029094.6436,1156837.9078,1170620.8681,783494.9562,181103.9207,129264.9482,126247.6094,206299.8881,191761.9969,93006.1820,150830.8423,100397.5304,66686.7695
2024-06-10,2043208.4989,1160412.1620,1175349.3087,789340.9805,185257.2270,123466.6225,129283.8755,208256.4885,192587.3233,94399.0010,153780.4051,100664.7626,66171.8129
2024-06-11,2045833.7804,1163206.8252,1183415.3756,783701.9047,182558.1241,122403.9889,131129.1490,210597.7072,194359.0230,94484.7898,155270.4721,103096.9822,68231.6394
2024-06-12,2093333.8051,1172760.6075,1198915.4489,811508.4006,190567.2868,123389.6265,134223.7874,214676.4751,195646.5187,94313.2122,155689.6424,105316.0851,68002.7704
2024-06-13,2138462.2524,1175121.5927,1205413.6904,840092.6624,191091.1244,123127.8074,150691.3201,214929.5782,192752.4055,92768.9979,154239.3500,112196.6687,66572.3377
2024-06-14,2159703.6239,1175836.5790,1211659.4821,854806.2195,190649.0652,122919.9077,155721.8998,215411.4487,194546.0891,92683.2091,154410.8668,111124.3229,67430.5952
2024-06-17,2178913.5430,1185195.0572,1226502.0625,848972.5289,195876.4320,121972.7622,164143.2274,218234.4323,195041.3018,92885.0643,155167.3646,115041.5776,71578.8521
2024-06-18,2202374.2191,1188206.2885,1226881.2833,878788.4764,198584.0596,119069.7572,161778.2773,217246.3858,192675.3604,92254.2573,152980.5698,115129.5331,73867.5422
2024-06-20,2168467.7711,1184978.3537,1217424.5582,847676.3513,193820.8403,124575.4677,155678.8018,216934.9102,194006.8916,93914.5456,153657.4525,115078.7935,73123.7165
2024-06-21,2131528.8797,1183389.7812,1214162.6043,820388.3661,192251.5535,124151.9488,148863.9902,218920.7647,197671.3545,95418.3872,151538.0237,114121.4610,68203.0301
2024-06-24,2059808.7534,1179542.8869,1200339.8867,765553.1403,185454.8827,123397.3226,143356.4545,217893.7630,197220.1602,93647.0840,152802.9425,111364.4973,69118.5062
2024-06-25,2129600.5388,1184085.5351,1214066.4924,817277.0050,190748.5316,123397.3226,142328.2670,219490.2316,202513.2583,94035.6556,156383.2773,113164.1388,70262.8512
2024-06-26,2133552.7592,1185563.0470,1216573.6714,819286.4566,190162.8294,121310.5359,143337.5607,220079.1761,202348.1930,97704.4311,157155.0700,113221.6506,68946.8558
2024-06-27,2132262.2047,1187432.1151,1219714.0031,803665.5555,189676.5592,122796.7001,142856.7896,220415.0325,204031.8724,99844.1311,159127.4805,117697.0619,72151.0219
2024-06-28,2123262.0274,1182759.5802,1213382.5532,800748.8092,192085.7533,124906.5868,144555.7481,217543.3021,200444.4378,97522.7584,154429.2359,118559.6770,72465.7188
2024-07-01,2137743.9159,1185193.7028,1220499.2031,805674.8586,190450.1498,121426.0474,147731.3279,222303.5142,201368.8270,99516.1069,154570.1251,120663.7666,74039.1926
2024-07-02,2144070.7493,1193169.6124,1233314.0719,795109.6839,194174.5118,126523.6429,149233.1455,223544.6940,203844.7894,100929.1160,156046.3823,120768.6319,73896.1515
2024-07-03,2197270.7637,1198494.4250,1243596.3297,831472.0514,201678.4221,126207.9277,155692.3293,224269.8911,204483.0498,99712.9183,156187.2527,123613.5511,73953.3701
2024-07-05,2210021.3686,1205405.2367,1256563.0897,815591.8453,203336.1829,132368.1685,153359.5070,227574.7754,209743.1550,100929.1160,165360.1449,123857.1117,77901.3619
2024-07-08,2234400.3682,1206796.7443,1259551.6083,830953.3426,206253.7529,137596.6794,157190.5275,226932.2864,208015.4401,100570.8143,162116.7332,125524.8198,79245.9721
2024-07-09,2244557.1583,1207970.0586,1260640.5905,851565.3793,203921.9023,136372.3344,156060.5903,223671.2153,207960.4127,100596.0481,162324.9976,123725.1783,78359.0999
2024-07-10,2290581.6533,1219923.1556,1273784.5959,874445.7268,211138.5095,141654.7413,157085.1863,226937.1746,210381.3477,100823.1371,163761.4145,123048.6223,81305.7932
2024-07-11,2205061.0519,1209404.3652,1245850.2787,825768.1370,203899.7795,140099.2772,153597.2024,221315.4375,204207.9466,98431.1220,157026.4489,121641.3846,79074.3162
2024-07-12,2215790.6663,1217032.6011,1253169.5281,837694.2783,207049.4836,139845.1659,153121.7976,220755.7169,203657.7233,98148.5217,152790.6839,122422.8060,80304.4892
2024-07-15,2209397.8573,1220379.5874,1256537.7355,832509.0727,204695.4929,138474.5133,154339.9850,220955.2604,205264.3746,97255.2968,151960.6911,121922.1611,82021.0095
2024-07-16,2185656.1027,1227616.6734,1257018.9191,819027.1022,205601.7169,136718.8456,152503.2640,218794.2132,202392.1946,97406.6920,150009.7332,121181.3315,82021.0095
2024-07-17,2063214.1128,1210404.0458,1220119.2802,764775.3248,189201.3158,122765.8923,140438.4003,215873.8265,199200.9437,94838.0402,141495.3170,113891.4344,80733.6179
2024-07-18,2082086.5633,1201102.3168,1214345.0765,784868.5537,189941.7567,119947.5911,144526.0519,214340.6337,195536.4808,92728.6254,145740.2759,112521.4126,81935.1816
2024-07-19,2046265.9537,1193126.0009,1203581.6352,764386.4913,183200.3929,116721.1631,141671.9039,212753.8964,195503.4880,92415.7476,146028.1647,111821.1747,81763.5312
2024-07-22,2107043.4310,1205427.3133,1221512.2787,800748.8092,187156.8373,120024.5870,145012.2312,215591.4995,199916.2153,92123.0522,149277.7150,115772.2593,81420.2249
2024-07-23,2108302.9970,1203536.5749,1217206.8242,794591.0742,187676.2228,118584.6345,147452.2254,216521.1887,200048.2709,94070.9845,149672.8006,117264.0665,82421.5289
2024-07-24,1982356.3820,1176261.3179,1173545.3381,740533.8621,176602.6375,111369.4563,136260.7516,208757.8517,189968.2796,91255.0612,141274.8129,110234.6501,76099.0191
2024-07-25,1945597.3231,1170132.5352,1160603.7762,727764.8191,177133.1016,106510.5683,134387.9620,203647.1939,184080.9566,90760.5107,138867.4858,106259.8836,76184.8416
2024-07-26,1967339.8065,1183237.6824,1172506.9082,732820.4960,178967.6550,107796.5171,136521.8407,206991.0183,183772.8269,92097.8184,142631.5960,107981.7174,77758.3208
2024-07-29,1958242.7594,1183933.0299,1174862.1180,723292.4913,176834.7199,107611.7057,135252.3243,207701.6562,186556.9190,92451.0687,142634.6324,108435.0086,77472.2332
2024-07-30,1886548.7994,1177934.6757,1158729.6721,672346.3431,170789.5169,106602.9681,129219.9274,205847.2114,187393.2712,91699.1518,141862.8490,105346.5392,75441.0214
2024-07-31,2023982.7356,1197081.7887,1193020.7933,758488.0612,183233.5426,111253.9447,144670.1169,203622.8733,188768.8040,94358.6284,145427.8606,117230.2366,76928.6672
2024-08-01,1942539.5358,1180129.7472,1164124.1089,707865.9574,174812.2952,102059.7835,132371.1772,203019.3093,187910.4679,92890.1156,152444.5951,114554.4667,74611.3678
2024-08-02,1887688.3158,1158157.7679,1136493.6520,695291.5787,165617.4744,102028.9875,129490.0161,198823.7212,183398.6778,84729.9898,149504.3673,108025.6951,70777.8078
2024-08-05,1816320.7930,1124427.9957,1102607.7298,651086.4157,163506.6103,103815.4629,127923.3699,192330.7879,175244.4594,81258.0335,145703.5190,106533.8879,68918.2465
2024-08-06,1864518.8508,1134794.6195,1113143.3735,675716.9100,171728.9250,100242.5120,129580.0550,194501.5815,174188.0314,81717.2551,151326.7040,109446.4669,76070.4098
2024-08-07,1817577.4375,1127209.5212,1101088.1943,641104.5903,171342.1383,99079.7708,122692.2675,193927.2264,174903.3030,82141.1632,149743.2499,107345.7531,75297.9748
2024-08-08,1909405.8838,1153267.8523,1134771.5950,680383.6545,181852.0925,104970.5081,131218.7128,196000.7074,178303.6547,83670.2387,156086.1852,113153.9909,83766.1391
2024-08-09,1920535.9443,1158353.2074,1140697.6897,678957.7006,184692.2844,103391.9440,133487.6149,197621.4966,180108.3809,84245.5344,158579.2847,113597.1342,85854.5695
2024-08-12,1948313.5396,1158961.8735,1143154.3943,706634.5193,185255.9328,105317.0193,133811.7438,198006.0244,178589.7836,84174.8843,158021.8198,114449.5911,84052.2213
2024-08-13,2026512.0899,1178021.6280,1171519.1088,752784.2459,190461.1939,108674.3510,140600.4926,201510.4522,180647.5784,85905.8150,161877.8036,117108.4615,86941.6959
2024-08-14,2036735.3589,1181738.0938,1171899.1096,765358.7236,187841.9885,108381.7358,141978.0194,202897.6460,176476.9277,85840.2163,161332.6537,117940.6225,88686.8255
2024-08-15,2098574.6730,1201993.3747,1201504.9315,796341.2210,192251.5535,113471.6352,149577.0905,205296.6789,177500.3629,89620.0067,164569.9736,120629.9367,89316.2139
2024-08-16,2109738.3491,1204688.2188,1203049.8992,807489.6954,192892.5109,114395.6689,149207.9212,204048.3931,179327.0730,89352.5452,161534.7700,119713.2062,91776.5653
2024-08-19,2160153.4863,1216206.6897,1218852.8966,842620.5257,193898.2011,119570.2721,150999.6436,205540.4732,183409.7035,89937.9359,162104.4558,119094.1517,92978.1235
2024-08-20,2139616.0412,1214229.1343,1216295.0873,824795.8552,190129.6280,120432.7020,149415.0120,207134.9352,183970.9018,90271.0038,161323.4597,119679.3764,92463.1669
2024-08-21,2150744.8846,1218401.7612,1221968.0302,832898.1043,189466.5651,121518.4473,149261.9473,206813.1099,182507.3320,90891.7158,163905.3401,120389.7622,93092.5607
2024-08-22,2094089.7242,1208839.3107,1202593.8357,802045.0859,183940.8166,116813.5629,146164.6957,202624.5826,180251.4454,88883.2285,162916.1172,119131.3676,91318.8218
2024-08-23,2144539.5044,1221683.6010,1215636.5803,838537.0314,189289.7380,119339.2607,149784.1813,203229.2177,182254.2296,89342.4501,161712.4255,120132.6676,90918.3024
2024-08-26,2103233.1125,1218771.3762,1203834.7871,819675.2901,186847.3769,115496.8181,143715.7297,201620.1211,182848.4714,88565.2993,159605.2646,116601.0445,88257.6968
2024-08-27,2115789.7377,1220444.7339,1207431.1043,831601.7286,188482.9804,115889.5292,145309.3610,201790.7877,181219.8194,87364.2404,158986.5631,116915.6406,88229.0875
2024-08-28,2082427.0263,1213359.8822,1193729.8527,814165.8915,186991.0198,112701.6051,142419.2002,200210.9301,179206.0432,86193.4666,158276.0727,115406.9236,86855.8734
2024-08-29,2033419.3508,1213468.2340,1191982.4415,762182.6229,186935.7646,112031.6826,141293.7489,201439.7082,178028.5515,86859.5948,158717.0810,117243.7706,88686.8255
2024-08-30,2066999.1155,1225052.1223,1206190.0749,773720.1289,189753.8854,114395.6689,146596.8768,203399.8843,179789.2592,90079.2361,159663.4553,119540.6811,90060.0396
2024-09-03,1936702.0292,1199841.9148,1169569.0980,700023.2113,177365.2012,105447.9230,137566.2529,199645.2954,173164.6300,88943.7835,156738.5413,110522.1884,87285.0021
2024-09-04,1927307.4897,1197385.9863,1166529.9490,688420.9163,177785.1376,108474.1356,138763.7437,199381.9933,172163.2463,87470.2193,157038.6887,110295.5376,87513.8712
2024-09-05,1938407.2571,1194473.7615,1167619.0093,694902.6462,180912.7362,107372.9982,137593.2799,199133.3259,173032.5913,89771.4020,158300.5523,111104.0270,86283.6982
2024-09-06,1861379.2357,1174370.7149,1136341.7608,666512.9001,173309.3078,103453.5479,123349.5529,195871.2440,166077.8315,86491.2057,153219.4431,106324.1572,86770.0455
2024-09-09,1916832.2772,1187519.0674,1150954.7493,690106.1750,179895.9845,106379.6528,126788.9189,197831.4050,163863.0041,88514.8317,154603.8268,109862.5422,98985.9364
2024-09-10,1944577.4009,1192691.5102,1161591.5757,700671.3496,179509.1805,109991.0958,133442.6024,201966.3274,163807.8921,90609.1155,154603.8268,110532.3364,99443.6744
2024-09-11,2042224.8459,1204927.2699,1186815.9584,757775.1338,188129.3434,115396.7104,142500.2674,206276.7594,166562.6273,93117.2046,156759.9750,116005.6719,99701.1527
2024-09-12,2080800.4186,1215076.7161,1198465.8605,772295.3638,190154.7707,116097.4406,148163.4950,208207.6663,170452.3237,94368.7235,160977.3615,120210.4650,99872.8085
2024-09-13,2093411.0483,1221422.7441,1203834.7871,772036.0094,191341.6367,117283.2818,150981.6582,209958.1753,173504.6026,94111.3570,160677.2329,121698.8964,101818.1978
2024-09-16,2075981.6966,1223226.5303,1198516.4129,756997.2192,187548.0934,117106.1781,147677.3297,210323.8894,174165.7431,93303.9210,163485.3707,121495.9276,103878.0244
2024-09-17,2070171.5004,1223726.5738,1199149.5657,749283.3578,185629.1386,116135.9445,146281.7616,212181.6685,175554.1449,94308.1685,164417.3241,122101.4481,104278.5438
2024-09-18,2051787.9615,1220097.3310,1193957.8064,734892.8050,185551.5017,114187.7575,145561.4783,210065.4454,176094.0357,94081.0718,164917.0496,122358.5323,104078.2841
2024-09-19,2124928.2325,1240917.2601,1224146.0726,764062.8927,195467.9884,120694.5212,151234.3206,213907.7966,178661.4681,95817.0538,171400.9022,128315.6133,105365.6757
2024-09-20,2117438.7295,1238772.3013,1221816.2170,751941.0469,193094.2218,120086.1908,154558.5630,212240.1466,180259.2412,96690.0962,172090.6733,130054.3568,106424.1928
2024-09-23,2123990.8538,1241867.7760,1225054.9230,753626.4542,193848.4852,120702.2173,156220.6703,211381.9859,178341.9236,97840.6876,173028.7373,130429.8508,108569.8418
2024-09-24,2159701.7416,1245421.3079,1230964.0110,783509.6674,201846.0171,121911.1702,157936.9854,209265.7778,178826.7363,97881.0601,172697.6802,130260.7118,105565.9354
2024-09-25,2183748.4009,1242674.3196,1232105.3399,800622.7479,202267.5410,124760.2792,158551.2567,210699.3498,177945.2325,97159.4129,174224.3632,131322.8993,106195.3183
2024-09-26,2198124.3889,1247601.2102,1241362.1179,804058.3516,207236.8717,128972.3447,160872.7735,210309.2397,179311.5828,96468.0510,174080.2871,130676.7871,106138.0997
2024-09-27,2159083.7617,1245791.6001,1234463.8262,786945.1720,197409.1350,126554.4507,155994.8394,208705.0163,180655.9154,94858.2303,173933.1277,128633.5954,105394.2795
2024-09-30,2160363.1325,1250784.0436,1237811.5163,787204.5264,192639.4619,126346.5393,155823.2023,209816.7478,182749.5100,94030.6119,175490.4759,129837.8643,106424.1928
2024-10-01,2122309.1647,1239578.7093,1220565.8261,520344.3730,214046.0017,168268.1651,146815.7725,316817.2998,261025.5072,128787.0016,174045.7803,107463.7408,84695.5228
2024-10-02,2136774.5794,1240102.1839,1222290.5355,528572.0099,218685.9012,168299.7634,149612.3684,314136.3270,259259.2168,128529.6012,172940.7599,109650.4425,87088.1890
2024-10-03,2168271.9004,1237834.7875,1221377.3944,546361.5934,223263.6410,171533.4692,150690.6561,313691.9876,259259.2168,126581.7698,175947.8381,109788.3401,91153.3884
2024-10-04,2204304.7942,1249083.5979,1235909.4835,555567.6606,225353.4816,180012.6972,154854.8109,313330.5089,261134.9453,129747.0011,179924.1005,111437.5197,92942.0683
2024-10-07,2197434.5337,1237791.1759,1222670.7705,568020.3452,229520.6807,180086.4375,153487.2249,308420.3594,254757.4059,125774.8051,176554.7123,110472.2196,90340.3432
2024-10-08,2247198.1924,1249497.6372,1240930.8625,591013.3727,231436.3502,182014.0184,158440.3961,312313.8341,256945.7838,127110.4654,179003.2255,112633.5937,96287.1523
2024-10-09,2255096.7669,1258152.2352,1250695.1926,589946.0066,232792.2531,180139.1068,163016.6292,314384.7927,253006.7323,128814.8232,178284.6975,114521.9813,100189.7444
2024-10-10,2255417.8485,1255950.5271,1249274.9675,599552.4380,231100.5096,172934.3731,162788.7005,313164.7875,253350.6395,129844.3927,176267.8751,115318.4307,101095.7017
2024-10-11,2269374.1558,1263471.3593,1251227.7087,599507.9871,237357.5493,176842.2043,159097.9257,313526.3128,255163.8525,131353.9779,178115.6059,117336.2732,101072.4670
2024-10-14,2286461.0073,1273804.4618,1261727.3104,614050.9192,239099.0864,174082.5062,159825.5454,315650.0030,257852.4264,130463.5271,178257.5154,116362.5306,100816.9477
2024-10-15,2227851.0438,1263907.3397,1244861.9331,585276.3475,232779.8096,164992.3335,154276.2278,315348.7591,258633.9659,130567.8820,177004.5677,110407.4878,98563.6629
2024-10-16,2243661.8526,1269400.7747,1245014.2143,603599.4442,233215.2180,164455.1451,155012.6494,313375.6676,258165.0518,130011.3542,174142.3802,114282.7647,97402.1774
2024-10-17,2274122.4175,1269509.9391,1245876.4911,608980.8619,256054.0458,164581.5386,159141.7320,313827.5567,254679.2255,130456.5743,174184.6531,114651.4449,97564.7846
2024-10-18,2274317.6435,1274393.0828,1254042.8046,613739.4907,249759.7141,164286.6098,157704.0151,314912.0161,255445.1722,131472.2384,174045.7803,113134.5374,99818.0694
2024-10-21,2304932.6640,1272300.2682,1256452.1553,639134.0922,251215.1074,166319.5132,157791.6821,315378.9348,256461.2528,131527.8922,173650.2519,114263.0712,99190.8661
2024-10-22,2304185.7827,1271624.4240,1257821.6720,638600.3411,246898.5857,162306.3596,157256.9054,321953.3823,258133.7221,131966.1490,175718.4017,111603.5619,99748.3742
2024-10-23,2266429.4888,1260005.1860,1238546.9440,620677.5068,249859.1852,161063.4475,152110.8504,319761.8843,254444.8045,128494.8269,170187.2820,110894.3634,98935.3379
2024-10-24,2270350.8141,1262730.2331,1248590.0922,624457.7393,246214.4608,161621.7068,150217.2489,319859.7978,254351.0072,129656.5729,171422.1207,111361.5369,101188.6227
2024-10-25,2298404.2023,1262293.9818,1256198.5354,629483.2777,253068.6172,164560.4677,151663.7678,322435.3539,258336.9334,130665.2736,173073.5964,110908.4314,104208.4833
2024-10-28,2288736.5151,1266196.4064,1256401.3689,624946.9715,242171.6006,168447.2279,150804.6340,321260.5307,260603.4917,131054.8399,174556.0176,110427.1899,104464.0115
2024-10-29,2325210.7148,1268245.6094,1268473.3989,628193.5209,244982.9548,175114.7571,157134.1797,325297.1242,265230.3096,132752.2449,179121.0082,113013.5249,104371.0906
2024-10-30,2297120.8793,1264408.8730,1258886.7823,619698.9745,241922.8262,156523.6329,154854.8109,325733.8906,272702.0380,134073.9891,178674.1524,111445.9622,101490.6025
2024-10-31,2207855.0083,1239622.3209,1227109.0810,590435.1707,237021.6506,151752.0862,148832.1132,306018.0279,267465.5621,129670.4784,171361.7388,108755.4997,96542.6806
2024-11-01,2233735.6966,1244854.2218,1236188.3016,602176.2666,240019.6002,149424.2379,148086.9574,309045.4265,267746.9538,137691.4039,171234.9572,110930.9505,97378.9427
2024-11-04,2224281.9151,1242173.0572,1232587.1476,605067.0726,238290.5066,148212.9242,147762.5732,307607.0148,264542.5672,136195.7454,169278.5167,111130.7629,96194.2313
2024-11-05,2287001.4757,1257193.1865,1248311.0400,622233.9692,243515.0793,149213.5767,152452.7571,309866.2741,265324.1068,138783.5906,172826.0139,114012.5951,118773.5129
2024-11-06,2355369.8971,1288453.8926,1282219.2739,647584.0517,240355.4602,152837.0064,157405.9284,316433.2185,275906.4006,144063.6254,172711.3050,119078.3206,128994.5803
2024-11-07,2410143.2906,1298416.2966,1302406.8309,662127.2556,250269.7259,157808.6868,161140.5502,320386.9746,282534.0979,146122.7751,178643.9893,121301.6096,129807.6255
2024-11-08,2391763.4770,1304040.8372,1303928.4728,656567.7623,250282.1501,155838.9641,160991.5001,318210.5295,278782.6168,144821.8891,177931.4605,112698.3256,135638.2789
2024-11-11,2367884.0166,1305283.4967,1303168.0029,646027.5893,241387.9466,155206.9806,156844.8814,314799.0496,281908.8231,143889.7112,176068.6204,111814.6338,139935.7807
2024-11-12,2378549.2516,1301228.7024,1300809.1265,659503.0872,238551.7246,151288.6220,154486.6340,318579.5579,283893.9657,145329.7264,176566.8035,111319.3156,139029.8146
2024-11-13,2357704.9984,1301860.7995,1299135.2815,650519.3766,232195.1945,146727.7365,152172.2200,320213.7734,279611.0550,148940.1885,175111.5459,111209.5627,141004.3453
2024-11-14,2346194.6372,1293489.6768,1290106.6912,652698.6279,234484.0160,146243.2014,149366.8900,321486.4869,274452.7355,147117.5597,174254.0895,108617.6022,137473.4282
2024-11-15,2297963.9082,1276921.7423,1259368.6680,631440.0704,231386.5760,142093.1107,144510.1198,312532.2406,269622.7303,140947.0846,167285.8953,105364.2814,152781.7990
2024-11-18,2289474.7980,1282153.7787,1268118.3621,623301.3354,233215.2180,146337.9965,145237.7802,313104.5993,274015.0791,140314.0341,167382.4768,104261.0751,142305.2034
2024-11-19,2338923.3788,1286840.8056,1276842.6240,653810.4450,235939.4673,146822.5316,144957.2296,314633.3981,278423.0448,142338.3988,169402.3358,106295.8113,146300.7165
2024-11-20,2322773.8312,1287276.7860,1276107.1963,648829.4255,234309.8642,144937.0926,143116.2364,312901.2224,275077.9864,141134.9150,170739.7922,107424.3366,144302.9599
2024-11-21,2316828.3060,1294187.1914,1280697.5540,652298.5015,237892.4676,144821.2265,143721.1441,311550.5183,262025.9470,138004.4581,170006.1548,113970.3824,142537.5058
2024-11-22,2299485.4154,1298198.6450,1282751.8680,631306.7176,236449.4598,145727.0840,143975.3566,314666.9991,257539.7769,137127.9233,168813.5705,114395.3433,149483.1843
2024-11-25,2279815.2922,1302602.0611,1284780.6718,604933.6519,230229.7314,148655.3174,144492.6108,316017.7265,262057.1807,140140.1198,170615.9917,112492.8791,150180.0827
2024-11-26,2299813.1277,1309403.4375,1291679.0415,608936.3430,228687.2331,145063.4861,144422.4935,322960.0374,264354.9968,144599.2844,173161.1603,114915.9804,152712.1127
2024-11-27,2276120.3227,1305435.8663,1281509.1223,601909.4930,225390.7930,143504.5742,139977.7609,319187.0555,264526.9024,143124.4947,171850.8489,113216.1542,153432.2458
